season,pfr_player_name,round,pick,position,age,height_inches,weight,forty,vertical,broad_jump,shuttle,bench,cone,college,pfr_player_id,cfb_player_id
1998,Marcus Nash,1,30,WR,22,75,195,4.4933809222904495,35.8417518170757,120.04193818779049,4.190629829171618,15.814311732338524,7.008883783855444,Tennessee,NashMa00,marcus-nash-1
1998,Mark Fischer,5,140,C,24,75,293,5.025849478868936,30.245969207422217,110.01775772446396,4.538669637392605,24.934312309484564,7.465032501643625,Purdue,FiscMa20,NA
1998,Martin Chase,5,124,DT,23,74,310,5.14,29,107,4.59,26.516353225928267,7.5323072171615095,Oklahoma,ChasMa20,NA
1998,Matt Birk,6,173,C,22,76,300,5.063882947195971,29.937431518080416,109.46504906984887,4.563529623694104,25.585740922137852,7.497614552914211,Harvard,BirkMa00,NA
1998,Matt Hasselbeck,6,187,QB,22,76,223,4.645514795598588,34.33411785423673,117.34119086246258,4.290069774377614,18.42002618295168,7.139211988937783,Boston Col.,HassMa00,matt-hasselbeck-1
1998,Michael Myers,4,100,DT,22,74,300,5.11,25,99,5.1,21,8.2007245664903,Alabama,MyerMi20,NA
1998,Michael Pittman,4,95,RB,23,72,218,4.5,35,120,4.37,22,7.24397032137262,Fresno St.,PittMi00,michael-pittman-2
1998,Mike Goff,3,78,G,22,77,306,5.096483062904857,29.685993651286104,109.01462797098205,4.584838183381104,26.1441083044121,7.525542025431854,Iowa,GoffMi20,NA
1998,Mikhael Ricks,2,59,TE,23,77,260,4.57,36,127,4.03,21.863291706976202,6.798358755153426,S.F. Austin,RickMi00,NA
1998,Mo Collins,1,23,G,21,76,325,5.1997167626496665,28.509935954393306,106.90786017614315,4.6523152890566015,27.912271681613884,7.613979021737727,Florida,CollMo20,NA
1998,Moses Moreno,7,232,QB,23,73,205,4.547714448471928,35.088431454619666,118.69245415906309,4.226144095316617,16.744924036128936,7.055429571384851,Colorado St.,MoreMo00,moses-moreno-1
1998,Nate Wayne,7,219,LB,23,72,237,4.721581732252658,33.17007606460957,115.25594813949719,4.339789746980613,19.722883408258255,7.2043760914789505,Mississippi,WaynNa20,nate-wayne-1
1998,Olin Kreutz,3,64,C,21,74,292,5.0204161262507885,30.211907961479103,109.95674104458963,4.535118210778106,24.841251079105522,7.460377922890686,Washington,KreuOl00,olin-kreutz-1
1998,Oliver Ross,5,138,T,23,77,317,5.156249941704484,29.057895603263773,107.88946485775152,4.623903876140602,27.167781838581554,7.576742391714202,Iowa St.,RossOl20,NA
1998,Omar Brown,4,103,DB,23,70,200,4.520547685381189,35.10044736188531,118.71397923093662,4.208386962244117,16.27961788423373,7.032156677620147,North Carolina,BrowOm20,omar-brown-2
1998,Pat Tillman,7,226,DB,21,71,204,4.54228109585378,34.96320914018597,118.46813324356624,4.222592668702117,16.651862805749897,7.05077499263191,Arizona St.,TillPa20,pat-tillman-1
1998,Patrick Johnson,2,42,WR,22,70,186,4.444480748727119,35.89984487755009,120.14600501141183,4.1586669896411195,14.976760658927155,6.966992575078979,Oregon,JohnPa00,pat-johnson-2
1998,Patrick Mannelly,6,189,T,23,77,265,4.873715605560797,32.02708637573297,113.20841775665947,4.439229692186609,22.32859785887141,7.334704296561288,Duke,MannPa20,NA
1998,Patrick Surtain,2,44,DB,22,71,192,4.477080864436006,35.648407010755776,119.69558391254499,4.179975549328119,15.5351280412014,6.994920047596622,Southern Miss,SurtPa00,patrick-surtain-1
1998,Peyton Manning,1,1,QB,22,77,230,4.683548263925623,34.02558016489493,116.78848220784752,4.314929760679113,19.071454795604968,7.171794040208365,Tennessee,MannPe00,peyton-manning-1
1998,Phil Ostrowski,5,151,G,22,76,291,5.0149827736326404,30.451329921007776,110.38563707158295,4.531566784163606,24.748189848726483,7.455723344137745,Penn St.,OstrPh20,NA
1998,R.W. McQuarters,1,28,DB,21,70,198,4.509680980144893,35.21464700698028,118.91855434243308,4.201284109015117,16.093495423475648,7.022847520114265,Oklahoma St.,McQuR.20,rw-mcquarters-1
1998,Ramos McDonald,3,80,DB,22,71,195,4.4933809222904495,35.47710754311333,119.3887212453003,4.190629829171618,15.814311732338524,7.008883783855444,New Mexico,McDoRa20,ramos-mcdonald-1
1998,Randy Moss,1,21,WR,21,76,215,4.38,33,117,4.17,17.67553633991935,6.981845870655446,Marshall,MossRa00,randy-moss-1
1998,Rashaan Shehee,3,88,RB,23,70,205,4.547714448471928,34.81494824914788,118.20254145219545,4.226144095316617,16.744924036128936,7.055429571384851,Washington,ShehRa00,rashaan-shehee-1
1998,Robert Edwards,1,18,RB,23,71,218,4.61834803250785,34.16381162452118,117.03610746309101,4.272312641305115,17.95472003105647,7.115939095173079,Georgia,EdwaRo00,robert-edwards-1
1998,Robert Hicks,3,68,T,23,79,338,5.270350346685587,28.04112146674779,106.06803465828378,4.698483835045099,29.12206767654142,7.674488545525955,Mississippi St.,HickRo20,NA
1998,Robert Holcombe,2,37,RB,22,71,208,4.53,35,126,4.15,23,6.955633425583731,Illinois,HolcRo00,robert-holcombe-1
1998,Robert Williams,5,128,DB,21,70,177,4.395580575163789,36.413743280477455,121.0665930131459,4.126704150110621,14.139209585515783,6.925101366302513,North Carolina,WillRo21,robert-williams-11
1998,Rod Rutledge,2,54,TE,23,77,262,4.857415547706354,32.198385843375426,113.51528042390416,4.428575412343109,22.049414167734287,7.3207405603024664,Alabama,RutlRo00,rod-rutledge-1
1998,Rodrick Monroe,7,237,TE,22,77,254,4.813948726761171,32.6551844237553,114.33358086989,4.40016399942711,21.304924324701958,7.2835039302789415,Cincinnati,MonrRo00,rodrick-monroe-1
1998,Roland Williams,4,98,TE,23,77,265,4.94,36.5,120,4.21,18,7.034270760798881,Syracuse,WillRo01,roland-williams-1
1998,Ron Warner,7,239,DE,22,75,270,4.900882368651536,31.55926512601436,112.37037150667324,4.456986825259108,22.793904010766617,7.357977190325991,Kansas,WarnRo20,ron-warner-1
1998,Roosevelt Blackmon,4,121,DB,23,73,185,4.56,32.5,115,4.234174355404076,11,7.065954208957557,Morris Brown,BlacRo21,NA
1998,Ryan Leaf,1,2,QB,22,77,245,4.765048553197841,33.16908282668266,115.25416887162407,4.3682011598966115,20.467373251290585,7.2416127215024755,Washington St.,LeafRy00,ryan-leaf-1
1998,Ryan Sutter,5,133,DB,23,73,203,4.536847743235632,35.20263109971464,118.89702927055956,4.219041242087617,16.558801575370854,7.04612041387897,Colorado,SuttRy20,ryan-sutter-1
1998,Ryan Thelwell,7,215,WR,25,74,192,4.59,36,123,4,15.5351280412014,6.75904008754585,Minnesota,ThelRy00,ryan-thelwell-1
1998,Sam Cowart,2,39,LB,23,74,245,4.765048553197841,32.89559962121088,114.76425616475643,4.3682011598966115,20.467373251290585,7.2416127215024755,Florida St.,CowaSa00,sam-cowart-1
1998,Samari Rolle,2,46,DB,22,72,175,4.384713869927493,36.71026506255361,121.59777659588744,4.119601296881621,13.953087124757701,6.915792208796631,Florida St.,RollSa00,samari-rolle-1
1998,Sammy Williams,6,164,T,23,77,318,5.161683294322631,29.000795780716288,107.78717730200329,4.627455302755101,27.260843068960597,7.581396970467141,Oklahoma,WillSa23,NA
1998,Scott Frost,3,67,DB,23,75,218,4.61834803250785,34.52845589848356,117.68932440558119,4.272312641305115,17.95472003105647,7.115939095173079,Nebraska,FrosSc20,scott-frost-1
1998,Scott McGarrahan,6,156,DB,24,73,200,4.520547685381189,35.37393056735709,119.20389193780424,4.208386962244117,16.27961788423373,7.032156677620147,New Mexico,McGaSc20,scott-mcgarrahan-1
1998,Scott Shaw,5,143,G,24,75,303,5.080183005050414,29.674970981947368,108.99488216698165,4.5741839035376035,25.864924613274976,7.511578289173032,Michigan St.,ShawSc20,NA
1998,Shaun Williams,1,24,DB,21,74,218,4.61834803250785,34.437294829992965,117.52602016995866,4.272312641305115,17.95472003105647,7.115939095173079,UCLA,WillSh20,shaun-williams-1
1998,Shawn Barber,4,113,LB,23,74,245,4.765048553197841,32.89559962121088,114.76425616475643,4.3682011598966115,20.467373251290585,7.2416127215024755,Richmond,BarbSh20,NA
1998,Shevin Smith,6,184,DB,23,71,195,4.4933809222904495,35.47710754311333,119.3887212453003,4.190629829171618,15.814311732338524,7.008883783855444,Florida St.,SmitSh21,shevin-smith-1
1998,Skip Hicks,3,69,RB,23,72,230,4.683548263925623,33.56977482244196,115.9719610297348,4.314929760679113,19.071454795604968,7.171794040208365,UCLA,HickSk00,skip-hicks-1
1998,Stephen Alexander,2,48,TE,22,76,246,4.65,35.5,122,4.09,18,6.876996090368577,Oklahoma,AlexSt00,stephen-alexander-1
1998,Steve Foley,3,75,LB,22,76,265,4.68,34.5,117,4.47,24,7.375032546731205,La-Monroe,FoleSt21,NA
1998,Steve McKinney,4,93,C,22,76,300,5.063882947195971,29.937431518080416,109.46504906984887,4.563529623694104,25.585740922137852,7.497614552914211,Texas A&M,McKiSt20,NA
1998,Takeo Spikes,1,13,LB,21,74,242,4.748748495343397,33.06689908885333,115.07111883200113,4.357546880053112,20.18818956015346,7.227648985243654,Auburn,SpikTa00,takeo-spikes-1
1998,Tavian Banks,4,101,RB,24,69,203,4.48,39,125,3.95,15,6.693508974866557,Iowa,BankTa00,tavian-banks-1
1998,Tebucky Jones,1,22,DB,23,74,218,4.61834803250785,34.437294829992965,117.52602016995866,4.272312641305115,17.95472003105647,7.115939095173079,Syracuse,JoneTe20,tebucky-jones-1
1998,Terry Fair,1,20,DB,22,69,185,4.439047396108972,35.86578363160698,120.08498833153752,4.155115563026619,14.883699428548113,6.962337996326038,Tennessee,FairTe20,terry-fair-1
1998,Terry Hardy,5,125,TE,22,76,266,4.879148958178945,31.878825484694893,112.9428259652887,4.442781118801109,22.42165908925045,7.339358875314229,Southern Miss,HardTe00,terry-hardy-1
1998,Tim Dwight,4,114,WR,23,68,180,4.4118806330182325,36.06012167585381,120.43312187465611,4.13735842995412,14.418393276652907,6.939065102561335,Iowa,DwigTi00,tim-dwight-1
1998,Toby Myles,5,147,T,23,77,320,5.172549999558927,28.88659613562132,107.58260219050683,4.634558155984101,27.44696552971868,7.590706127973023,Jackson St.,MyleTo20,NA
1998,Todd Washington,4,104,G,22,75,310,5.118216473377449,29.27527222411498,108.27886927674405,4.599043889839103,26.516353225928267,7.544160340443616,Virginia Tech,WashTo20,NA
1998,Todd Weiner,2,47,T,22,76,297,5.047582889341527,30.10873098572287,109.77191173709357,4.552875343850604,25.306557231000728,7.483650816655388,Kansas St.,WeinTo20,NA
1998,Tony Darden,7,225,DB,23,72,193,4.482514217054154,35.68246825669889,119.75660059241932,4.183526975942619,15.628189271580442,6.999574626349563,Texas Tech,DardTo20,tony-darden-1
1998,Tony Parrish,2,35,DB,22,72,210,4.574881211562667,34.71177127339165,118.0177121446994,4.243901228389117,17.21023018802414,7.078702465149554,Washington,ParrTo20,tony-parrish-1
1998,Tony Simmons,2,52,WR,23,73,210,4.35,36.5,117,3.96,17.21023018802414,6.7066151974024155,Wisconsin,SimmTo00,tony-simmons-2
1998,Tra Thomas,1,11,T,23,79,349,5.330117225485214,27.41302341872546,104.94287154505326,4.737549527804598,30.145741210710874,7.725688911808302,Florida St.,ThomTr00,NA
1998,Travian Smith,5,152,LB,23,76,240,4.737881790107101,33.36342087092949,115.60230241474267,4.350444026824112,20.00206709939538,7.218339827737772,Oklahoma,SmitTr20,travian-smith-1
1998,Trey Teague,7,200,C,23,77,300,5.063882947195971,30.028592586571012,109.62835330547142,4.563529623694104,25.585740922137852,7.497614552914211,Tennessee,TeagTr20,NA
1998,Victor Riley,1,27,T,23,77,328,5.21601682050411,28.429797555241443,106.76430174452099,4.662969568900101,28.191455372751008,7.627942757996548,Auburn,RileVi20,NA
1998,Viliami Maumau,7,196,DT,23,74,302,5.36,25.5,102,4.7,26,7.676475665055955,Colorado,MaumVi20,NA
1998,Vincent Amey,7,230,DE,23,74,289,5.004116068396344,30.38320742912156,110.26360371183432,4.524463930934606,24.562067387968398,7.4464141866318645,Arizona St.,AmeyVi20,NA
1998,Vonnie Holliday,1,19,DE,22,77,290,5.009549421014492,30.599590812045857,110.65122886295373,4.528015357549106,24.65512861834744,7.451068765384804,North Carolina,HollVo20,NA
1998,Wilmont Perry,5,132,RB,23,73,230,4.74,33,108,4.56,16,7.4929885495539335,Livingstone,PerrWi00,NA
1998,Zack Walz,6,158,LB,22,76,228,4.6726815586893276,34.048618741499304,116.82975308372144,4.307826907450114,18.885332334846886,7.1624848827024845,Dartmouth,WalzZa20,NA
1999,Aaron Brooks,4,131,QB,23,76,220,4.59,35.5,118,4.29,18.140842491814556,7.139120541085751,Virginia,BrooAa00,aaron-brooks-1
1999,Aaron Gibson,1,27,T,21,78,375,5.471384393557058,25.837266964000264,102.12009085997673,4.829886619781594,32.565333200565945,7.846707959384757,Wisconsin,GibsAa20,aaron-gibson-2
1999,Aaron Smith,4,109,DE,23,77,300,5.08,29.5,110,4.34,19,7.204651653765044,Northern Colorado,SmitAa99,NA
1999,Adrian Dingle,5,139,DE,22,75,272,4.94,33,112,4.4,20,7.283288988980196,Clemson,DingAd20,NA
1999,Akili Smith,1,3,QB,24,75,220,4.7,34,111,4.29,18.140842491814556,7.139120541085751,Oregon,SmitAk00,akili-smith-1
1999,Al Wilson,1,31,LB,22,72,240,4.737881790107101,32.99877659696711,114.9490854722525,4.350444026824112,20.00206709939538,7.218339827737772,Tennessee,WilsAl00,al-wilson-2
1999,Amos Zereoue,3,95,RB,22,68,212,4.53,34.2329273543343,117.15992009071276,4.09,17.396352648782226,6.876996090368577,West Virginia,ZereAm00,amos-zereoue-1
1999,Andre Weathers,6,205,DB,23,72,190,4.67,32,119,4.03,15.349005580443318,6.798358755153426,Michigan,WeatAn20,andre-weathers-1
1999,Andy Katzenmoyer,1,28,LB,21,75,255,4.819382079379318,32.41576246422663,113.9046848428967,4.40371542604161,21.397985555080997,7.288158509031883,Ohio St.,KatzAn20,andy-katzenmoyer-1
1999,Anthony McFarland,1,15,DT,21,72,300,4.85,28.5,108,4.28,25,7.126014318549892,LSU,McFaAn20,anthony-mcfarland-1
1999,Anthony Parker,4,99,DB,23,73,200,4.39,31,113,4.27,8,7.112908096014033,Weber St.,ParkAn21,NA
1999,Anthony Poindexter,7,216,DB,23,72,210,4.574881211562667,34.71177127339165,118.0177121446994,4.243901228389117,17.21023018802414,7.078702465149554,Virginia,PoinAn20,anthony-poindexter-1
1999,Antico Dalton,6,199,LB,23,73,240,4.737881790107101,33.08993766545771,115.11238970787505,4.350444026824112,20.00206709939538,7.218339827737772,Hampton,DaltAn20,NA
1999,Antoine Winfield,1,23,DB,22,69,190,4.41,37,122,3.95,15.349005580443318,6.693508974866557,Ohio St.,WinfAn20,antoine-winfield-1
1999,Antonio Cochran,4,115,DE,23,76,299,5.11,33,112,4.55,19,7.479882327018075,Georgia,CochAn20,NA
1999,Antonio Dingle,7,214,DT,22,74,315,5.28,31,102,4.85,22,7.873069003093834,Virginia,DingAn20,NA
1999,Antuan Edwards,1,25,DB,22,73,212,4.5857479167989625,34.68873269678728,117.97644126882548,4.251004081618116,17.396352648782226,7.088011622655435,Clemson,EdwaAn21,NA
1999,Armon Hatcher,6,194,DB,23,72,212,4.5857479167989625,34.59757162829668,117.81313703320293,4.251004081618116,17.396352648782226,7.088011622655435,Oregon St.,HatcAr20,NA
1999,Autry Denson,7,233,RB,22,70,193,4.67,31,115,4.15,20,6.955633425583731,Notre Dame,DensAu00,autry-denson-1
1999,Barry Gardner,2,35,LB,22,73,245,4.765048553197841,32.804438552720285,114.6009519291339,4.3682011598966115,20.467373251290585,7.2416127215024755,Northwestern,GardBa20,barry-gardner-1
1999,Billy Miller,7,218,TE,22,75,245,4.67,34.5,113,4.28,20.467373251290585,7.126014318549892,USC,MillBi00,billy-miller-1
1999,Bobby Collins,4,122,TE,23,76,246,4.770481905815989,33.020821935644584,114.9885770802533,4.3717525865111115,20.560434481669628,7.2462673002554165,North Alabama,CollBo00,NA
1999,Brad Scioli,5,138,DE,23,75,280,4.93,33.5,108,4.27,23,7.112908096014033,Penn St.,ScioBr20,brad-scioli-1
1999,Brandon Stokley,4,105,WR,23,71,197,4.49,35.5,118,4.01,16.000434193096606,6.772146310081709,Louisiana,StokBr00,brandon-stokley-1
1999,Brent Bartholomew,6,192,P,22,74,220,4.629214737744145,34.323095184897994,117.32144505846219,4.279415494534115,18.140842491814556,7.125248252678961,Ohio St.,BartBr20,brent-bartholomew-1
1999,Brock Huard,3,77,QB,23,76,232,5.12,30.5,107,4.44,19.25757725636305,7.335713879123631,Washington,HuarBr00,brock-huard-1
1999,Bryce Fisher,7,248,DE,22,75,272,4.98,31,106,4.34,19,7.204651653765044,Air Force,FishBr20,bryce-fisher-1
1999,Cade McNown,1,12,QB,22,73,208,4.76,33.5,108,4.28,17.02410772726606,7.126014318549892,UCLA,McNoCa00,cade-mcnown-1
1999,Cameron Spikes,5,145,G,22,76,325,5.1997167626496665,28.509935954393306,106.90786017614315,4.6523152890566015,27.912271681613884,7.613979021737727,Texas A&M,SpikCa20,NA
1999,Cecil Collins,5,134,RB,22,70,207,4.45,33,115,4.162274562578158,16,6.971720740451696,McNeese St.,CollCe00,cecil-collins-1
1999,Cecil Martin,6,172,FB,24,72,235,4.710715027016362,33.28427570970454,115.46052325099365,4.332686893751613,19.536760947500174,7.19506693397307,Wisconsin,MartCe00,cecil-martin-1
1999,Chad Kelsay,7,219,LB,22,74,252,4.803082021524875,32.49590086337849,114.04824327451882,4.393061146198111,21.118801863943876,7.274194772773061,Nebraska,KelsCh20,chad-kelsay-1
1999,Chad Plummer,6,204,WR,23,75,223,4.57,33,113,4.18,18.42002618295168,6.994952093191305,Cincinnati,PlumCh20,chad-plummer-1
1999,Champ Bailey,1,7,DB,21,72,192,4.28,37,121,3.79,15.5351280412014,6.483809414292818,Georgia,BailCh00,champ-bailey-1
1999,Charles Fisher,2,33,DB,23,72,185,4.49,38,119,4.16,10,6.968739648119588,West Virginia,FishCh20,charles-fisher-1
1999,Charlie Rogers,5,152,RB,23,69,180,4.4118806330182325,36.1512827443444,120.59642611027866,4.13735842995412,14.418393276652907,6.939065102561335,Georgia Tech,RogeCh00,charlie-rogers-1
1999,Chike Okeafor,3,89,DE,23,76,265,4.873715605560797,31.93592530724238,113.04511352103694,4.439229692186609,22.32859785887141,7.334704296561288,Purdue,OkeaCh20,NA
1999,Chris Akins,7,212,DB,22,71,200,4.520547685381189,35.1916084303759,118.87728346655915,4.208386962244117,16.27961788423373,7.032156677620147,Ark-Pine Bluff,AkinCh20,NA
1999,Chris Claiborne,1,9,LB,21,75,259,4.84111548985191,32.18736317403669,113.49553461990376,4.41792113249961,21.770230476597163,7.306776824043645,USC,ClaiCh20,chris-claiborne-1
1999,Chris Greisen,7,239,QB,23,75,227,5.06,30.5,107,4.33,18.792271104467844,7.191545431229185,NW Missouri St.,GreiCh00,NA
1999,Chris McAlister,1,10,DB,22,73,206,4.53,38,121,4.08,16.837985266507978,6.86388986783272,Arizona,McAlCh00,chris-mcalister-1
1999,Chris Terry,2,34,T,24,77,295,5.036716184105232,30.314091699308435,110.13979108421259,4.545772490621605,25.120434770242646,7.474341659149507,Georgia,TerrCh20,NA
1999,Chris Watson,3,67,DB,22,73,192,4.34,37,124,3.86,18,6.575552972043829,East. Illinois,WatsCh20,NA
1999,Chris White,7,246,DE,22,75,285,5.24,29,104,4.71,25,7.689581887591814,Southern,WhitCh21,NA
1999,Cletidus Hunt,3,94,DT,23,76,305,5.03,31.5,110,4.73,17,7.715794332663531,Kentucky St.,HuntCl20,NA
1999,Clint Kriewaldt,6,177,LB,23,73,242,4.748748495343397,32.97573802036274,114.90781459637859,4.357546880053112,20.18818956015346,7.227648985243654,Wisconsin–Stevens Point,KrieCl20,NA
1999,Coby Rhinehart,6,190,DB,22,71,198,4.509680980144893,35.30580807547087,119.08185857805562,4.201284109015117,16.093495423475648,7.022847520114265,SMU,RhinCo20,jacoby-rhinehart-1
1999,Corey Terry,7,250,LB,23,75,246,4.79,32.92966086715399,114.82527284463076,4.26,20.560434481669628,7.0998018734781745,Tennessee,TerrCo20,NA
1999,Cory Hall,3,65,DB,22,72,213,4.591181269417111,34.5404718057492,117.71084947745472,4.254555508232616,17.489413879161265,7.092666201408376,Fresno St.,HallCo21,cory-hall-1
1999,Craig Heimburger,5,163,G,22,74,314,5.13994988385004,28.95571186543444,107.70641481812856,4.613249596297102,26.88859814744443,7.562778655455379,Missouri,HeimCr20,NA
1999,Craig Yeast,4,98,WR,22,67,165,4.49,32.5,112,4.14,13.022474820967288,6.94252720304787,Kentucky,YeasCr00,craig-yeast-1
1999,D'Wayne Bates,3,71,WR,23,74,212,4.59,37,117,4.24,17.396352648782226,7.073589428406457,Northwestern,BateDW00,dwayne-bates-1
1999,Dameane Douglas,4,102,WR,23,72,195,4.7,31.5,119,4.36,15.814311732338524,7.230864098836761,California,DougDa00,dameane-douglas-1
1999,Damien Woody,1,17,C,21,75,320,5.172549999558927,28.704273998640133,107.25599371926174,4.634558155984101,27.44696552971868,7.590706127973023,Boston Col.,WoodDa20,NA
1999,Damon Moore,4,128,DB,22,71,215,4.602047974653406,34.33511109216363,117.3429701303357,4.261658361461615,17.67553633991935,7.101975358914256,Ohio St.,MoorDa20,damon-moore-2
1999,Dan Campbell,3,79,TE,23,77,263,4.86,36,112,4.07,25,6.850783645296861,Texas A&M,CampDa00,daniel-campbell-1
1999,Darnell McDonald,7,240,WR,23,75,190,4.74,34,108,4.24,15.349005580443318,7.073589428406457,Kansas St.,McDoDa00,darnell-mcdonald-1
1999,Darrin Chiaverini,5,148,WR,21,74,210,4.53,33,112,4.16,17.21023018802414,6.968739648119588,Colorado,ChiaDa00,darrin-chiaverini-1
1999,Dat Nguyen,3,85,LB,23,71,238,4.727015084870806,33.02181517357149,114.99035634812643,4.343341173595113,19.815944638637298,7.209030670231892,Texas A&M,NguyDa20,dat-nguyen-1
1999,Daunte Culpepper,1,11,QB,22,76,264,4.52,39,122,4.13,22.23553662849237,6.9294209805120115,Central Florida,CulpDa00,daunte-culpepper-1
1999,David Boston,1,8,WR,21,74,240,4.47,37,116,4.09,20.00206709939538,6.876996090368577,Ohio St.,BostDa00,david-boston-1
1999,David Bowens,5,158,DE,22,75,260,4.88,31,112,4.38,21.863291706976202,7.257076543908479,Western Illinois,BoweDa20,NA
1999,David Loverne,3,90,G,23,75,303,5.080183005050414,29.674970981947368,108.99488216698165,4.5741839035376035,25.864924613274976,7.511578289173032,San Jose St.,LoveDa20,NA
1999,Daylon McCutcheon,3,62,DB,22,70,190,4.52,36,117,4.35,13,7.217757876300901,USC,McCuDa22,daylon-mccutcheon-1
1999,De'Mond Parker,5,159,RB,22,70,185,4.49,41.5,119,4.16,13,6.968739648119588,Oklahoma,ParkDe00,demond-parker-1
1999,Dennis McKinley,6,206,FB,22,74,250,4.79221531628858,32.61010050847346,114.25281838601529,4.385958292969111,20.93267940318579,7.264885615267179,Mississippi St.,McKiDe00,dennis-mckinley-1
1999,Derrick Fletcher,5,154,T,23,78,348,5.324683872867066,27.378962172782348,104.88185486517895,4.733998101190098,30.05267998033183,7.721034333055361,Baylor,FletDe20,NA
1999,Desmond Clark,6,179,TE,22,75,255,4.88,31,112,4.35,12,7.217757876300901,Wake Forest,ClarDe00,desmond-clark-1
1999,Dexter Jackson,4,113,DB,22,72,205,4.547714448471928,34.997270386129074,118.52914992344054,4.226144095316617,16.744924036128936,7.055429571384851,Florida St.,JackDe20,dexter-jackson-1
1999,Dimitrius Underwood,1,29,DT,22,78,276,4.88,31.490149396201236,112.24655887905149,4.39,23.352271393040862,7.270182766444336,Michigan St.,UndeDi20,NA
1999,Donald Driver,7,213,WR,24,72,188,4.455347453963415,35.96796736943631,120.26803837116046,4.1657698428701195,15.162883119685237,6.97630173258486,Alcorn St.,DrivDo00,NA
1999,Donald Mitchell,4,117,DB,22,70,182,4.51,37,118,4.08,24,6.86388986783272,SMU,MitcDo20,donald-mitchell-1
1999,Donovan McNabb,1,2,QB,22,74,240,4.64,33,116,4.38,20.00206709939538,7.257076543908479,Syracuse,McNaDo00,donovan-mcnabb-1
1999,Doug Brzezinski,3,64,G,23,76,305,5.091049710286709,29.651932405342997,108.95361129110773,4.581286756766604,26.051047074033058,7.520887446678914,Boston Col.,BrzeDo20,NA
1999,Dre' Bly,2,41,DB,22,69,185,4.51,34.5,116,4.09,14.883699428548113,6.876996090368577,North Carolina,BlyxDr00,NA
1999,Ebenezer Ekuban,1,20,DE,23,75,265,4.69,32,112,4.39,22.32859785887141,7.270182766444336,North Carolina,EkubEb20,ebenezer-ekuban-1
1999,Edgerrin James,1,4,RB,21,72,214,4.38,34.483371983201714,117.60856192170648,3.88,17.582475109540308,6.601765417115546,Miami (FL),JameEd00,edgerrin-james-1
1999,Edwin Mulitalo,4,129,G,25,75,345,5.308383815012622,27.276778434953016,104.698804825556,4.723343821346598,29.77349628919471,7.707070596796537,Arizona,MuliEd20,NA
1999,Emarlos Leroy,6,182,DT,24,73,304,5.09,29.435549022418698,108.56598613998834,4.580600629928952,31,7.519988193576705,Georgia,LeroEm20,emarlos-leroy-1
1999,Eric Barton,5,146,LB,21,74,245,4.765048553197841,32.89559962121088,114.76425616475643,4.3682011598966115,20.467373251290585,7.2416127215024755,Maryland,BartEr20,eric-barton-1
1999,Eugene Baker,5,164,WR,23,74,183,4.46,36.5,118,4.03,14.697576967790031,6.798358755153426,Kent St.,BakeEu00,eugene-baker-1
1999,Fernando Bryant,1,26,DB,22,70,174,4.5,35.5,115,4.06,13.860025894378659,6.837677422761001,Alabama,BryaFe20,fernando-bryant-1
1999,Floyd Wedderburn,5,140,G,23,77,325,5.1997167626496665,28.6010970228839,107.0711644117657,4.6523152890566015,27.912271681613884,7.613979021737727,Penn St.,WeddFl20,NA
1999,Fred Vinson,2,47,DB,22,71,180,4.39,36,121,4.17,14,6.981845870655446,Vanderbilt,VinsFr20,fred-vinson-1
1999,Gary Stills,3,75,DE,25,74,250,4.79221531628858,32.61010050847346,114.25281838601529,4.385958292969111,20.93267940318579,7.264885615267179,West Virginia,StilGa00,NA
1999,Grey Ruegamer,3,72,C,23,76,310,5.118216473377449,29.36643329260557,108.4421735123666,4.599043889839103,26.516353225928267,7.544160340443616,Arizona St.,RuegGr20,NA
1999,Hannibal Navies,4,100,LB,22,75,247,4.775915258434136,32.872561044606506,114.72298528888253,4.375304013125611,20.653495712048667,7.250921879008356,Colorado,NaviHa20,NA
1999,Hunter Smith,7,210,P,22,74,209,4.569447858944519,34.951193232920325,118.44660817169272,4.240349801774617,17.117168957645102,7.074047886396613,Notre Dame,SmitHu21,hunter-smith-1
1999,J.J. Johnson,2,39,RB,25,73,230,4.71,33.66093589093255,116.13526526535733,4.19,16,7.008058315727164,Mississippi St.,JohnJ.00,james-johnson-8
1999,J.J. Syvrud,7,235,LB,22,75,265,4.873715605560797,31.844764238751782,112.88180928541439,4.439229692186609,22.32859785887141,7.334704296561288,Jamestown,SyvrJ.20,NA
1999,J.P. Machado,6,197,G,23,76,300,5.063882947195971,29.937431518080416,109.46504906984887,4.563529623694104,25.585740922137852,7.497614552914211,Illinois,MachJ.20,jp-machado-1
1999,James Dearth,6,191,TE,23,76,270,5.04,29.5,107,4.57,25,7.506094772089792,Tarleton St.,DearJa00,NA
1999,Jared DeVries,3,70,DE,23,76,272,4.95,32.5,111,4.14,24,6.94252720304787,Iowa,DeVrJa20,jared-devries-1
1999,Jason Craft,5,160,DB,23,70,187,4.53,37.5,113,4.2,14,7.021164538263022,Colorado St.,CrafJa20,jason-craft-1
1999,Jason Perry,4,104,DB,23,72,200,4.520547685381189,35.2827694988665,119.04058770218171,4.208386962244117,16.27961788423373,7.032156677620147,North Carolina St.,PerrJa21,jason-perry-1
